id,name,role_description,init_att,gender,age,status,traits,interest,racist,education,economic
962,Harper Hayes,"Harper Hayes is a 44-year-old male Editor who is calm, outgoing and imaginative, and has interests of hiking, participating in group activities and debates.",0.1464112,male,44,Editor,calm;outgoing;imaginative,hiking;participating in group activities;debates,hispanic,high school,high
963,Olivia Hughes,"Olivia Hughes is a 32-year-old male Fleet Manager who is broad-minded, moody and uncooperative, and has interests of exploring, doing intense workouts and creating satirical content.",0.1491328,male,32,Fleet Manager,broad-minded;moody;uncooperative,exploring;doing intense workouts;creating satirical content,black,college,low
964,Verity Larson,"Verity Larson is a 28-year-old female Student who is argumentative, apathetic and unreliable, and has interests of strategy games, writing letters and procrastinating projects.",0.460167,female,28,Student,argumentative;apathetic;unreliable,strategy games;writing letters;procrastinating projects,hispanic,college,low
965,Landon Miller,"Landon Miller is a 27-year-old male Fleet Manager who is open-minded, argumentative and methodical, and has interests of diverse literature, solo sports and time management.",-0.0335324,male,27,Fleet Manager,open-minded;argumentative;methodical,diverse literature;solo sports;time management,hispanic,postgraduate,high
966,Apollo Gutierrez,"Apollo Gutierrez is a 72-year-old male Cloud Engineer who is reliable, innovative and reflective, and has interests of time management, new cuisines and reading.",-0.6197776,male,72,Cloud Engineer,reliable;innovative;reflective,time management;new cuisines;reading,hispanic,college,low
967,Sage Barnes,"Sage Barnes is a 43-year-old male Copywriter who is grounded, trustworthy and rigid, and has interests of photography, promoting positivity and reading classic literature.",-0.1899883,male,43,Copywriter,grounded;trustworthy;rigid,photography;promoting positivity;reading classic literature,asian,postgraduate,high
968,Joseph Brewer,"Joseph Brewer is a 18-year-old male Market Research Analyst who is compassionate, careless and dogmatic, and has interests of collaborating on projects, daydreaming and crafting with natural materials.",-0.1899573,male,18,Market Research Analyst,compassionate;careless;dogmatic,collaborating on projects;daydreaming;crafting with natural materials,white,college,low
969,Skylar Torres,"Skylar Torres is a 76-year-old male Photographer who is moody, narrow-minded and warm, and has interests of creating mood boards, visiting historical landmarks and encouraging teamwork.",-0.2519456,male,76,Photographer,moody;narrow-minded;warm,creating mood boards;visiting historical landmarks;encouraging teamwork,hispanic,high school,low
970,Gideon Jimenez,"Gideon Jimenez is a 39-year-old male Artist who is secure, disciplined and lively, and has interests of hiking, developing strategies and attending concerts.",0.4760105,male,39,Artist,secure;disciplined;lively,hiking;developing strategies;attending concerts,asian,high school,high
971,Sebastian Baker,"Sebastian Baker is a 48-year-old male Photographer who is solitary, resilient and unimaginative, and has interests of gardening, journaling and attending local fairs.",-0.4453568,male,48,Photographer,solitary;resilient;unimaginative,gardening;journaling;attending local fairs,white,college,high
972,Sage Edwards,"Sage Edwards is a 38-year-old female Detective who is anxious, friendly and inhibited, and has interests of drama, fundraising and meditating.",-0.1416578,female,38,Detective,anxious;friendly;inhibited,drama;fundraising;meditating,other,high school,low
973,Thea Sims,"Thea Sims is a 47-year-old male Security Consultant who is cooperative, broad-minded and composed, and has interests of volunteering, new cultures and nature walks.",-0.0407677,male,47,Security Consultant,cooperative;broad-minded;composed,volunteering;new cultures;nature walks,black,high school,high
974,Gideon Ortiz,"Gideon Ortiz is a 22-year-old male Marine Biologist who is intolerant, unflappable and quiet, and has interests of competitive sports, running and writing.",0.2858078,male,22,Marine Biologist,intolerant;unflappable;quiet,competitive sports;running;writing,other,high school,middle
975,Thomas Schmidt,"Thomas Schmidt is a 37-year-old male Curator who is selfish, punctual and unflappable, and has interests of exploring conspiracy theories, analyzing data and nature walks.",-0.3193991,male,37,Curator,selfish;punctual;unflappable,exploring conspiracy theories;analyzing data;nature walks,asian,postgraduate,middle
976,Emmett Alvarez,"Emmett Alvarez is a 68-year-old female SEO Specialist who is quiet, relaxed and careless, and has interests of organizing personal spaces, listening to music and trying street food.",0.1480323,female,68,SEO Specialist,quiet;relaxed;careless,organizing personal spaces;listening to music;trying street food,asian,college,low
977,Mira Bush,"Mira Bush is a 30-year-old male Event Planner who is sociable, cooperative and indifferent, and has interests of playing team sports, participating in group activities and trying random hobbies.",-0.1984556,male,30,Event Planner,sociable;cooperative;indifferent,playing team sports;participating in group activities;trying random hobbies,white,college,middle
978,Lily Wheeler,"Lily Wheeler is a 29-year-old male Housekeeping Supervisor who is lazy, conventional and friendly, and has interests of DIY projects, reading biographies and attending meetups.",0.3455819,male,29,Housekeeping Supervisor,lazy;conventional;friendly,DIY projects;reading biographies;attending meetups,black,college,low
979,Leah Bradley,"Leah Bradley is a 31-year-old female Account Executive who is kind, punctual and irritable, and has interests of spreading kindness, studying and attending support groups.",0.5823496,female,31,Account Executive,kind;punctual;irritable,spreading kindness;studying;attending support groups,asian,postgraduate,high
980,Samantha Hunter,"Samantha Hunter is a 28-year-old female Air Traffic Controller who is negligent, prejudiced and solitary, and has interests of visiting amusement parks, traditions and gardening.",-0.903798,female,28,Air Traffic Controller,negligent;prejudiced;solitary,visiting amusement parks;traditions;gardening,other,college,low
981,Finnian Holmes,"Finnian Holmes is a 33-year-old male Curriculum Developer who is outgoing, compassionate and resistant, and has interests of attending meetups, spreading kindness and volunteering in heritage preservation.",0.2195959,male,33,Curriculum Developer,outgoing;compassionate;resistant,attending meetups;spreading kindness;volunteering in heritage preservation,hispanic,high school,high
982,Freya Fowler,"Freya Fowler is a 33-year-old male Curriculum Developer who is shy, adventurous and unflappable, and has interests of organizing personal spaces, attending workshops and yoga.",-0.0676675,male,33,Curriculum Developer,shy;adventurous;unflappable,organizing personal spaces;attending workshops;yoga,white,college,middle
983,Cooper Vasquez,"Cooper Vasquez is a 32-year-old male Police Officer who is taciturn, unreliable and friendly, and has interests of drawing, casual games and participating in group activities.",0.2145715,male,32,Police Officer,taciturn;unreliable;friendly,drawing;casual games;participating in group activities,other,high school,low
984,Henry Wallace,"Henry Wallace is a 43-year-old male Front Desk Associate who is diligent, reflective and grounded, and has interests of improving efficiency, stargazing and birdwatching.",-0.1868616,male,43,Front Desk Associate,diligent;reflective;grounded,improving efficiency;stargazing;birdwatching,asian,high school,middle
985,Emerson Frazier,"Emerson Frazier is a 29-year-old female Sales Manager who is diligent, adventurous and unsympathetic, and has interests of budgeting, joining clubs and exploring conspiracy theories.",-0.1091085,female,29,Sales Manager,diligent;adventurous;unsympathetic,budgeting;joining clubs;exploring conspiracy theories,hispanic,college,low
986,Finn Hall,"Finn Hall is a 70-year-old male IT Support Specialist who is negligent, sensitive and empathetic, and has interests of DIY projects, melancholic music and supporting charities.",0.1415248,male,70,IT Support Specialist,negligent;sensitive;empathetic,DIY projects;melancholic music;supporting charities,black,postgraduate,middle
987,Calliope Jaramillo,"Calliope Jaramillo is a 54-year-old male Operations Manager who is irresponsible, unpredictable and sociable, and has interests of impulse shopping, melancholic music and shopping.",0.0332917,male,54,Operations Manager,irresponsible;unpredictable;sociable,impulse shopping;melancholic music;shopping,other,college,low
988,Ryker Shaw,"Ryker Shaw is a 35-year-old female Education Policy Analyst who is balanced, forgetful and selfish, and has interests of gardening, watching reality shows and engaging in intellectual discussions.",0.1710033,female,35,Education Policy Analyst,balanced;forgetful;selfish,gardening;watching reality shows;engaging in intellectual discussions,hispanic,college,high
