id,name,gender,status,traits,interest,birth,memory
7274,Layla Edwards,male,Concierge,forgetful;grounded;warm,casual games;painting;spreading kindness,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7275,Hannah Morris,female,Accountant,adventurous;dogmatic;composed,hiking;attending local fairs;baking,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7276,Silas Kim,male,Restaurant Manager,adventurous;intolerant;detail-oriented,attending workshops;joining debate clubs;documenting progress,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7277,Callan Gomez,male,Fleet Manager,unmotivated;selfish;creative,freestyling in music;writing opinion pieces;visiting museums,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7278,Theo Ortiz,female,Communications Director,broad-minded;diligent;composed,inventing;researching;cooking,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7279,Hannah Foster,male,Tutor,conventional;indifferent;generous,local history;binge-watching series;joining social causes,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7280,Emmett Gordon,male,Product Manager,negligent;talkative;broad-minded,attending spontaneous events;going to parties;experimenting,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7281,Jaxson Hill,male,Physician,open-minded;lazy;composed,new technology;exploring social media;painting,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7282,Hugo Snyder,female,Crime Scene Technician,dogmatic;irresponsible;stubborn,baking traditional recipes;procrastinating projects;competitive sports,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7283,Ella Vasquez,female,Environmental Scientist,disorganized;kind;unpredictable,impulse shopping;spreading kindness;making vision boards,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7284,Liam Edwards,male,Public Relations Specialist,conventional;negligent;withdrawn,visiting historical landmarks;party games;drawing,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7285,Quentin Welch,female,Web Developer,quiet;intolerant;unconventional,drawing;writing critiques;exploring music genres,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7286,Callan Tucker,female,Transportation Planner,insecure;understanding;responsible,doing intense workouts;mentoring;studying,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7287,Briar Rice,male,Cloud Engineer,reliable;unassertive;adventurous,completing tasks;meditating;attending art galleries,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7288,Leo Kennedy,male,Sales Manager,withdrawn;forgetful;stubborn,solving puzzles;casual games;building arguments,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7289,Addison Lynch,male,Biologist,level-headed;outgoing;inflexible,nature walks;playing team sports;gardening heirloom plants,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7290,Delaney McGrath,male,Professor,solitary;resilient;empathetic,solving puzzles;yoga;attending community meetings,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7291,Ty Jennings,male,Project Manager,apathetic;volatile;rude,volunteering in heritage preservation;movies;engaging in intellectual discussions,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7292,Freya Campbell,male,Customer Service Representative,level-headed;negligent;creative,cooking;going to arcades;visiting museums,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7293,Danica Campbell,male,Marketing Specialist,taciturn;argumentative;responsible,meditating;debating topics;developing strategies,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7294,Orion Reid,male,Rail Operator,stubborn;impulsive;withdrawn,chess strategies;blogging about feelings;organizing personal spaces,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7295,Micah Shaw,female,Cloud Engineer,sociable;sensitive;thorough,networking;watching motivational talks;documenting progress,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7296,Nolan Johnston,male,Librarian,methodical;steady;conventional,maintaining cleanliness;running;gardening heirloom plants,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7297,Evangeline Holmes,female,Curriculum Developer,understanding;impulsive;narrow-minded,fundraising;abstract art;gardening heirloom plants,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7298,Ximena Horton,female,Data Analyst,broad-minded;intolerant;efficient,virtual reality;creating satirical content;studying,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7299,Jeremiah Douglas,male,Curator,level-headed;trustworthy;unimaginative,hiking;fundraising;baking traditional recipes,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7300,Jasper Stevens,male,Housekeeping Supervisor,unassertive;steady;diligent,baking;knitting;analyzing data,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7301,Alina Holt,female,Correctional Officer,efficient;level-headed;outgoing,planning;hiking;shopping,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7302,Amaya Snyder,male,Special Education Teacher,reclusive;reliable;argumentative,writing;completing tasks;competitive sports,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7303,Lily Bishop,female,Logistics Coordinator,reflective;cooperative;inflexible,organizing personal spaces;organizing events;traditions,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7304,Finley Carter,male,Police Officer,lively;moody;considerate,socializing;adrenaline sports;community service,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7305,Emerson Turner,female,Nurse,friendly;innovative;friendly,exploring new places;inventing;mentoring,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7306,James Hughes,male,Health Educator,neurotic;energetic;diligent,following mood-boosting routines;playing team sports;completing tasks,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7307,Emmett O'Brien,male,Detective,calm;resistant;kind,baking;crafting with natural materials;supporting charities,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7308,Mitchell Rhodes,male,Entrepreneur,warm;solitary;efficient,counseling;reading;time management,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7309,Rowan May,male,Curriculum Developer,outgoing;grounded;compassionate,meeting new people;journaling;fundraising,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7310,Henry Smith,male,Education Policy Analyst,secure;original;kind,birdwatching;diverse literature;volunteering,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7311,Delilah Bowman,female,Software Developer,disciplined;intolerant;conventional,completing tasks;martial arts;attending local fairs,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7312,Reid Jordan,female,Database Administrator,efficient;apathetic;calm,documenting progress;classic movies;watching movies,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7313,Selah Vargas,male,Project Manager,argumentative;punctual;relaxed,writing critiques;maintaining cleanliness;fishing,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7314,Callan Evans,female,Chef,friendly;forgetful;balanced,helping others;watching reality shows;birdwatching,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7315,Freya Grant,male,Air Traffic Controller,indifferent;solitary;dogmatic,exploring memes;baking;gardening heirloom plants,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7316,Jaxson Holmes,female,Brand Strategist,thorough;cooperative;dogmatic,following routines;organizing events;local history,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7317,Rocco Walters,female,Filmmaker,versatile;volatile;kind,attending workshops;melancholic music;counseling,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7318,Scarlett Morgan,female,Physician,volatile;selfish;diligent,making vision boards;exploring conspiracy theories;following routines,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7319,Leah Gibson,female,Curator,inflexible;reactive;unreliable,folk music;melancholic music;party games,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7320,Miles Vasquez,male,Communications Director,secure;trustworthy;unassertive,stargazing;attending community meetings;playing single-player games,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7321,Isla King,male,Air Traffic Controller,original;friendly;level-headed,new languages;mediating conflicts;listening to music,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7322,Scarlett Pearson,male,Instructional Designer,insecure;inhibited;conventional,abstract art;organizing personal spaces;antiques,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7323,Verity Henry,female,Occupational Therapist,hostile;imaginative;composed,analyzing political ideologies;experimenting;photography,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7324,Lila Wagner,female,Graphic Designer,rigid;thorough;empathetic,crafting with natural materials;organizing;building relationships,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7325,Simone Harrison,female,Broadcast Journalist,methodical;innovative;shy,time management;attending art galleries;reading,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7326,Emmett Walters,female,Project Manager,argumentative;reactive;unconventional,building arguments;attending support groups;attending art galleries,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7327,Cooper Browning,male,Concierge,diligent;curious;shy,tracking progress;writing;learning languages,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7328,Gianna Gilbert,female,Curriculum Developer,broad-minded;detail-oriented;intolerant,attending workshops;budgeting;solo sports,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7329,Poppy Kelly,female,Educational Administrator,stubborn;open-minded;neurotic,exploring conspiracy theories;debates;doing intense workouts,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7330,Felix Kennedy,female,Research Scientist,hostile;creative;reserved,researching controversial issues;writing;walking alone,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7331,Henry Mendez,male,Restaurant Manager,quiet;kind;grounded,baking;empowering others;cooking,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7332,Samuel Rivera,male,Librarian,apathetic;talkative;unsympathetic,visiting historical landmarks;dancing;solo sports,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7333,Kellan Lambert,male,Entrepreneur,confident;generous;irresponsible,attending meetups;organizing events;hanging out aimlessly,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7334,Layla Hughes,male,Bartender,dogmatic;hostile;irresponsible,reading classic literature;exploring conspiracy theories;party games,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7335,Lydia Adams,female,Medical Researcher,innovative;thorough;inhibited,exploring music genres;implementing systems;studying,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
7336,Bella Beck,female,Lab Technician,irritable;negligent;resistant,keeping a dream journal;party games;reading classic literature,2000-01-01,"{'type': '阅读', 'content': '欢迎来到微博！随时随地，发现新鲜事~'}"
